Unit Id,Institution name,,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002
207865,Southwestern Oklahoma State University,Percent of admitted who enrolled,43.1%,43.6%,34.8%,50.7%,40.1%,39.9%,57.2%,62.2%,65.3%,71.0%,77.4%,71.4%,73.7%,70.5%,72.9%,73.7%,73.6%
208646,Eastern Oregon University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
208646,Eastern Oregon University,Number of applicants,1014,1011,1043,994,1530,1503,1296,1058,977,935,725,941,1177,955,714,765,747
208646,Eastern Oregon University,Number admitted,995,988,1012,967,982,1007,843,783,765,677,378,408,545,712,699,709,409
208646,Eastern Oregon University,Number admitted who enrolled,320,327,352,325,312,426,385,461,473,351,338,366,381,344,339,417,368
208646,Eastern Oregon University,Percent of applicants admitted,98.1%,97.7%,97.0%,97.3%,64.2%,67.0%,65.0%,74.0%,78.3%,72.4%,52.1%,43.4%,46.3%,74.6%,97.9%,92.7%,54.8%
208646,Eastern Oregon University,Percent of admitted who enrolled,32.2%,33.1%,34.8%,33.6%,31.8%,42.3%,45.7%,58.9%,61.8%,51.8%,89.4%,89.7%,69.9%,48.3%,48.5%,58.8%,90.0%
209490,Oregon Health & Science University,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
209490,Oregon Health & Science University,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
209490,Oregon Health & Science University,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
209490,Oregon Health & Science University,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
209490,Oregon Health & Science University,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
209490,Oregon Health & Science University,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
209506,Oregon Institute of Technology,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
209506,Oregon Institute of Technology,Number of applicants,939,1314,1239,1487,1255,2778,984,984,775,699,630,684,651,735,737,811,792
209506,Oregon Institute of Technology,Number admitted,900,807,905,847,751,1982,631,631,719,649,581,605,575,658,684,453,482
209506,Oregon Institute of Technology,Number admitted who enrolled,364,334,387,347,359,363,335,299,368,362,288,296,265,321,358,343,346
209506,Oregon Institute of Technology,Percent of applicants admitted,95.8%,61.4%,73.0%,57.0%,59.8%,71.3%,64.1%,64.1%,92.8%,92.8%,92.2%,88.5%,88.3%,89.5%,92.8%,55.9%,60.9%
209506,Oregon Institute of Technology,Percent of admitted who enrolled,40.4%,41.4%,42.8%,41.0%,47.8%,18.3%,53.1%,47.4%,51.2%,55.8%,49.6%,48.9%,46.1%,48.8%,52.3%,75.7%,71.8%
209542,Oregon State University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
209542,Oregon State University,Number of applicants,14890,14888,14595,14058,14116,12414,12197,11428,10068,8640,8149,9077,6552,6917,7410,5811,6645
209542,Oregon State University,Number admitted,12006,11738,11308,11016,10976,9799,9471,9269,8303,7270,6971,8387,6078,6224,6529,4379,3402
209542,Oregon State University,Number admitted who enrolled,3674,3819,3814,3593,3718,3516,3506,3696,3506,3191,3141,3009,2925,2888,2949,3058,3115
209542,Oregon State University,Percent of applicants admitted,80.6%,78.8%,77.5%,78.4%,77.8%,78.9%,77.7%,81.1%,82.5%,84.1%,85.5%,92.4%,92.8%,90.0%,88.1%,75.4%,51.2%
209542,Oregon State University,Percent of admitted who enrolled,30.6%,32.5%,33.7%,32.6%,33.9%,35.9%,37.0%,39.9%,42.2%,43.9%,45.1%,35.9%,48.1%,46.4%,45.2%,69.8%,91.6%
209551,University of Oregon,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
209551,University of Oregon,Number of applicants,24474,20317,21821,22000,21359,21263,23012,18515,16780,15013,11287,10821,10012,9623,10193,9889,8686
209551,University of Oregon,Number admitted,20404,16824,16992,16328,15997,15770,16790,14588,13367,12801,9813,9531,9048,8749,8602,8479,7819
209551,University of Oregon,Number admitted who enrolled,4168,3938,4041,4133,3961,4031,4167,3978,3839,4260,3587,3423,3207,3183,2865,3317,3107
209551,University of Oregon,Percent of applicants admitted,83.4%,82.8%,77.9%,74.2%,74.9%,74.2%,73.0%,78.8%,79.7%,85.3%,86.9%,88.1%,90.4%,90.9%,84.4%,85.7%,90.0%
209551,University of Oregon,Percent of admitted who enrolled,20.4%,23.4%,23.8%,25.3%,24.8%,25.6%,24.8%,27.3%,28.7%,33.3%,36.6%,35.9%,35.4%,36.4%,33.3%,39.1%,39.7%
209807,Portland State University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
209807,Portland State University,Number of applicants,6743,6815,6373,6299,5951,5751,4978,5122,5236,4400,4262,4055,4107,4163,3139,2844,2492
209807,Portland State University,Number admitted,6082,6300,5699,5397,4126,3518,3299,3557,4111,3396,3394,2876,3266,2931,2668,2396,2147
209807,Portland State University,Number admitted who enrolled,1876,1929,1797,1744,1644,1465,1415,1501,1675,1766,1671,1460,1416,1363,1446,1316,1143
209807,Portland State University,Percent of applicants admitted,90.2%,92.4%,89.4%,85.7%,69.3%,61.2%,66.3%,69.4%,78.5%,77.2%,79.6%,70.9%,79.5%,70.4%,85.0%,84.2%,86.2%
209807,Portland State University,Percent of admitted who enrolled,30.8%,30.6%,31.5%,32.3%,39.8%,41.6%,42.9%,42.2%,40.7%,52.0%,49.2%,50.8%,43.4%,46.5%,54.2%,54.9%,53.2%
210076,Pioneer Pacific College,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
210076,Pioneer Pacific College,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
210076,Pioneer Pacific College,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
210076,Pioneer Pacific College,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
210076,Pioneer Pacific College,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
210076,Pioneer Pacific College,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
210146,Southern Oregon University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
210146,Southern Oregon University,Number of applicants,2779,2779,2766,2411,2731,2615,2681,2537,2311,1610,1887,1871,2148,2330,2176,2169,1872
210146,Southern Oregon University,Number admitted,2125,2181,2163,2296,2113,1910,1999,1509,1807,1429,1565,1744,1722,1744,1960,1846,1717
210146,Southern Oregon University,Number admitted who enrolled,648,723,675,823,663,673,748,767,692,709,747,760,754,803,968,844,815
210146,Southern Oregon University,Percent of applicants admitted,76.5%,78.5%,78.2%,95.2%,77.4%,73.0%,74.6%,59.5%,78.2%,88.8%,82.9%,93.2%,80.2%,74.8%,90.1%,85.1%,91.7%
210146,Southern Oregon University,Percent of admitted who enrolled,30.5%,33.1%,31.2%,35.8%,31.4%,35.2%,37.4%,50.8%,38.3%,49.6%,47.7%,43.6%,43.8%,46.0%,49.4%,45.7%,47.5%
210429,Western Oregon University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
210429,Western Oregon University,Number of applicants,3201,2942,2901,3327,2887,2848,2697,2578,2356,2101,2205,2670,1888,1680,1809,1541,1585
210429,Western Oregon University,Number admitted,2704,2371,2546,2920,2562,2512,2363,2293,2057,1853,1907,1322,1733,1569,1694,1435,1453
210429,Western Oregon University,Number admitted who enrolled,817,727,806,944,875,1026,1011,1082,958,934,959,805,876,925,926,785,814
210429,Western Oregon University,Percent of applicants admitted,84.5%,80.6%,87.8%,87.8%,88.7%,88.2%,87.6%,88.9%,87.3%,88.2%,86.5%,49.5%,91.8%,93.4%,93.6%,93.1%,91.7%
210429,Western Oregon University,Percent of admitted who enrolled,30.2%,30.7%,31.7%,32.3%,34.2%,40.8%,42.8%,47.2%,46.6%,50.4%,50.3%,60.9%,50.5%,59.0%,54.7%,54.7%,56.0%
211158,Bloomsburg University of Pennsylvania,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2011,Fall 2011,Fall 2010,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2005,Fall 2004,Fall 2003,Fall 2002
211158,Bloomsburg University of Pennsylvania,Number of applicants,8748,9683,9330,9795,10043,9248,11423,11423,11866,10840,9868,8943,8237,8237,7820,7274,6888
211158,Bloomsburg University of Pennsylvania,Number admitted,6717,7093,7236,8592,8819,8190,7188,8178,7648,6350,6009,5386,5570,5570,4961,5123,4722
211158,Bloomsburg University of Pennsylvania,Number admitted who enrolled,1846,1860,1902,2109,2171,2218,1981,1984,2140,1811,1685,1644,1697,1697,1542,1671,1487
211158,Bloomsburg University of Pennsylvania,Percent of applicants admitted,76.8%,73.3%,77.6%,87.7%,87.8%,88.6%,62.9%,71.6%,64.5%,58.6%,60.9%,60.2%,67.6%,67.6%,63.4%,70.4%,68.6%
211158,Bloomsburg University of Pennsylvania,Percent of admitted who enrolled,27.5%,26.2%,26.3%,24.5%,24.6%,27.1%,27.6%,24.3%,28.0%,28.5%,28.0%,30.5%,30.5%,30.5%,31.1%,32.6%,31.5%
211361,California University of Pennsylvania,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2011,Fall 2010,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2005,Fall 2005,Fall 2004,Fall 2003,Fall 2002
211361,California University of Pennsylvania,Number of applicants,2957,3260,3104,3590,3069,3022,4400,5009,5009,4706,4599,4028,3385,3395,3001,2695,2745
211361,California University of Pennsylvania,Number admitted,2868,3133,2994,3049,2752,2801,2602,3006,3006,2980,2807,2589,2633,2638,2220,2032,2091
211361,California University of Pennsylvania,Number admitted who enrolled,1014,981,895,927,1023,1154,1346,1361,1361,1385,1370,1260,1259,1285,1095,1021,930
211361,California University of Pennsylvania,Percent of applicants admitted,97.0%,96.1%,96.5%,84.9%,89.7%,92.7%,59.1%,60.0%,60.0%,63.3%,61.0%,64.3%,77.8%,77.7%,74.0%,75.4%,76.2%
211361,California University of Pennsylvania,Percent of admitted who enrolled,35.4%,31.3%,29.9%,30.4%,37.2%,41.2%,51.7%,45.3%,45.3%,46.5%,48.8%,48.7%,47.8%,48.7%,49.3%,50.2%,44.5%
211477,Central Penn College,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
211477,Central Penn College,Number of applicants,279,436,550,582,-,-,1182,2987,2285,1228,1230,2517,3293,2544,1239,1797,1064
211477,Central Penn College,Number admitted,202,344,542,565,-,-,412,1298,1093,627,627,1025,1015,1063,691,960,359
211477,Central Penn College,Number admitted who enrolled,106,164,238,240,-,-,183,210,249,146,258,222,265,225,237,485,359
211477,Central Penn College,Percent of applicants admitted,72.4%,78.9%,98.5%,97.1%,-,-,34.9%,43.5%,47.8%,51.1%,51.0%,40.7%,30.8%,41.8%,55.8%,53.4%,33.7%
211477,Central Penn College,Percent of admitted who enrolled,52.5%,47.7%,43.9%,42.5%,-,-,44.4%,16.2%,22.8%,23.3%,41.1%,21.7%,26.1%,21.2%,34.3%,50.5%,100.0%
211608,Cheyney University of Pennsylvania,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
211608,Cheyney University of Pennsylvania,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
211608,Cheyney University of Pennsylvania,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
211608,Cheyney University of Pennsylvania,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
211608,Cheyney University of Pennsylvania,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
211608,Cheyney University of Pennsylvania,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
211644,Clarion University of Pennsylvania,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2010,Fall 2010,Fall 2009,Fall 2007,Fall 2006,Fall 2006,Fall 2005,Fall 2003,Fall 2003,Fall 2002
211644,Clarion University of Pennsylvania,Number of applicants,2373,2726,2984,2215,2208,2071,3798,3519,4652,4777,4297,3987,3987,3346,4005,3447,3424
211644,Clarion University of Pennsylvania,Number admitted,2233,2603,2809,2128,2047,1936,1772,2790,3061,3271,2951,2904,2904,2609,2673,2673,2773
211644,Clarion University of Pennsylvania,Number admitted who enrolled,726,875,941,953,996,1072,1348,1315,1368,1449,1439,1405,1405,1241,1315,1315,1346
211644,Clarion University of Pennsylvania,Percent of applicants admitted,94.1%,95.5%,94.1%,96.1%,92.7%,93.5%,46.7%,79.3%,65.8%,68.5%,68.7%,72.8%,72.8%,78.0%,66.7%,77.5%,81.0%
211644,Clarion University of Pennsylvania,Percent of admitted who enrolled,32.5%,33.6%,33.5%,44.8%,48.7%,55.4%,76.1%,47.1%,44.7%,44.3%,48.8%,48.4%,48.4%,47.6%,49.2%,49.2%,48.5%
212018,Pennsylvania State University-Dickinson Law,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
212018,Pennsylvania State University-Dickinson Law,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
212018,Pennsylvania State University-Dickinson Law,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
212018,Pennsylvania State University-Dickinson Law,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
212018,Pennsylvania State University-Dickinson Law,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
212018,Pennsylvania State University-Dickinson Law,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
212115,East Stroudsburg University of Pennsylvania,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2002
212115,East Stroudsburg University of Pennsylvania,Number of applicants,8565,9292,6509,5982,5584,5621,6520,7258,6960,6137,5799,5562,5063,4812,4280,3805,3805
212115,East Stroudsburg University of Pennsylvania,Number admitted,6986,7764,5425,5027,4549,4409,5256,4560,4815,4338,1190,3547,3264,3355,3067,3018,3015
212115,East Stroudsburg University of Pennsylvania,Number admitted who enrolled,1137,1292,1307,1312,1286,1210,1412,1163,1358,1270,1190,1248,1101,1175,1084,1132,1132
212115,East Stroudsburg University of Pennsylvania,Percent of applicants admitted,81.6%,83.6%,83.3%,84.0%,81.5%,78.4%,80.6%,62.8%,69.2%,70.7%,20.5%,63.8%,64.5%,69.7%,71.7%,79.3%,79.2%
212115,East Stroudsburg University of Pennsylvania,Percent of admitted who enrolled,16.3%,16.6%,24.1%,26.1%,28.3%,27.4%,26.9%,25.5%,28.2%,29.3%,100.0%,35.2%,33.7%,35.0%,35.3%,37.5%,37.5%
212160,Edinboro University of Pennsylvania,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
212160,Edinboro University of Pennsylvania,Number of applicants,2325,2796,3154,3509,3143,3187,3992,4872,4818,4411,3833,3622,3394,3541,3646,3950,3879
212160,Edinboro University of Pennsylvania,Number admitted,1860,2587,3005,3358,3121,2784,1752,3669,3589,3238,2839,2944,2844,2903,1300,2710,2677
212160,Edinboro University of Pennsylvania,Number admitted who enrolled,589,838,1027,1211,1236,1191,1254,1516,1575,1440,1254,1296,1276,1325,1300,1454,1425
212160,Edinboro University of Pennsylvania,Percent of applicants admitted,80.0%,92.5%,95.3%,95.7%,99.3%,87.4%,43.9%,75.3%,74.5%,73.4%,74.1%,81.3%,83.8%,82.0%,35.7%,68.6%,69.0%
212160,Edinboro University of Pennsylvania,Percent of admitted who enrolled,31.7%,32.4%,34.2%,36.1%,39.6%,42.8%,71.6%,41.3%,43.9%,44.5%,44.2%,44.0%,44.9%,45.6%,100.0%,53.7%,53.2%
212993,Hussian College School of Art,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
212993,Hussian College School of Art,Number of applicants,194,49,70,126,23,79,61,90,69,80,140,61,124,113,65,69,102
212993,Hussian College School of Art,Number admitted,97,34,55,31,15,38,57,88,63,42,115,58,119,108,61,67,50
212993,Hussian College School of Art,Number admitted who enrolled,32,19,9,17,14,19,14,34,49,40,57,-,57,53,61,39,50
212993,Hussian College School of Art,Percent of applicants admitted,50.0%,69.4%,78.6%,24.6%,65.2%,48.1%,93.4%,97.8%,91.3%,52.5%,82.1%,95.1%,96.0%,95.6%,93.8%,97.1%,49.0%
212993,Hussian College School of Art,Percent of admitted who enrolled,33.0%,55.9%,16.4%,54.8%,93.3%,50.0%,24.6%,38.6%,77.8%,95.2%,49.6%,-,47.9%,49.1%,100.0%,58.2%,100.0%
213020,Indiana University of Pennsylvania-Main Campus,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
213020,Indiana University of Pennsylvania-Main Campus,Number of applicants,9910,9880,8943,9566,8754,9367,12735,12114,11669,11030,10116,8349,8293,8836,8618,8005,7459
213020,Indiana University of Pennsylvania-Main Campus,Number admitted,9216,8973,8186,8451,8293,8476,7428,7294,7041,7065,6014,5966,4583,4887,5136,4298,4271
213020,Indiana University of Pennsylvania-Main Campus,Number admitted who enrolled,2124,2390,2220,2540,2733,2741,2928,3022,3008,3090,2550,2568,2488,2654,2761,2727,2593
213020,Indiana University of Pennsylvania-Main Campus,Percent of applicants admitted,93.0%,90.8%,91.5%,88.3%,94.7%,90.5%,58.3%,60.2%,60.3%,64.1%,59.5%,71.5%,55.3%,55.3%,59.6%,53.7%,57.3%
213020,Indiana University of Pennsylvania-Main Campus,Percent of admitted who enrolled,23.0%,26.6%,27.1%,30.1%,33.0%,32.3%,39.4%,41.4%,42.7%,43.7%,42.4%,43.0%,54.3%,54.3%,53.8%,63.4%,60.7%
213349,Kutztown University of Pennsylvania,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
213349,Kutztown University of Pennsylvania,Number of applicants,8112,7175,7668,8023,8018,7785,9730,10473,10183,9540,9456,10456,10436,10423,7985,7240,6687
213349,Kutztown University of Pennsylvania,Number admitted,6741,5965,6117,6599,6388,6367,6574,7086,6640,6301,5807,6795,6769,6875,5286,5055,4383
213349,Kutztown University of Pennsylvania,Number admitted who enrolled,1615,1605,1688,1856,1779,1815,1997,2037,2013,6301,1825,1902,1936,1912,2052,1908,1788
213349,Kutztown University of Pennsylvania,Percent of applicants admitted,83.1%,83.1%,79.8%,82.3%,79.7%,81.8%,67.6%,67.7%,65.2%,66.0%,61.4%,65.0%,64.9%,66.0%,66.2%,69.8%,65.5%
213349,Kutztown University of Pennsylvania,Percent of admitted who enrolled,24.0%,26.9%,27.6%,28.1%,27.8%,28.5%,30.4%,28.7%,30.3%,100.0%,31.4%,28.0%,28.6%,27.8%,38.8%,37.7%,40.8%
213598,Lincoln University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2011,Fall 2010,Fall 2009,Fall 2008,N/A,Fall 2006,Fall 2005,Fall 2004,Fall 2002,Fall 2002
213598,Lincoln University,Number of applicants,7430,3587,3685,3318,5176,3240,5202,5643,6846,7440,5893,-,5804,5818,4756,3696,3696
213598,Lincoln University,Number admitted,3661,2858,3211,3032,1406,1987,1301,2008,1793,2303,2081,-,2235,2056,2006,1814,1814
213598,Lincoln University,Number admitted who enrolled,542,664,526,458,318,448,319,307,386,581,617,-,660,636,470,338,338
213598,Lincoln University,Percent of applicants admitted,49.3%,79.7%,87.1%,91.4%,27.2%,61.3%,25.0%,35.6%,26.2%,31.0%,35.3%,-,38.5%,35.3%,42.2%,49.1%,49.1%
213598,Lincoln University,Percent of admitted who enrolled,14.8%,23.2%,16.4%,15.1%,22.6%,22.5%,24.5%,15.3%,21.5%,25.2%,29.6%,-,29.5%,30.9%,23.4%,18.6%,18.6%
213613,Lock Haven University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2011,Fall 2010,Fall 2010,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2005,Fall 2004,Fall 2003,Fall 2002
213613,Lock Haven University,Number of applicants,2560,3020,3750,3415,3436,3744,5072,5039,5039,4763,4776,4120,4182,4746,4511,3932,3577
213613,Lock Haven University,Number admitted,2415,2689,3294,3133,3209,3286,3118,3603,3604,3478,3524,2945,3208,3624,3661,3199,2969
213613,Lock Haven University,Number admitted who enrolled,694,792,804,858,934,1052,1261,1195,1192,1291,1233,1093,1247,1247,1025,1184,1066
213613,Lock Haven University,Percent of applicants admitted,94.3%,89.0%,87.8%,91.7%,93.4%,87.8%,61.5%,71.5%,71.5%,73.0%,73.8%,71.5%,76.7%,76.4%,81.2%,81.4%,83.0%
213613,Lock Haven University,Percent of admitted who enrolled,28.7%,29.5%,24.4%,27.4%,29.1%,32.0%,40.4%,33.2%,33.1%,37.1%,35.0%,37.1%,38.9%,34.4%,28.0%,37.0%,35.9%
213783,Mansfield University of Pennsylvania,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2007,Fall 2007,Fall 2006,Fall 2005,Fall 2003,Fall 2003,Fall 2002
213783,Mansfield University of Pennsylvania,Number of applicants,1595,1906,2252,1918,1936,2023,2712,2340,2711,3857,3367,3367,2631,2348,2279,2381,2260
213783,Mansfield University of Pennsylvania,Number admitted,1473,1700,1971,1698,1756,1867,1870,1798,1977,2820,2349,2349,1652,1689,1778,1801,1667
213783,Mansfield University of Pennsylvania,Number admitted who enrolled,327,379,451,401,550,629,595,624,640,1107,670,670,616,680,706,710,650
213783,Mansfield University of Pennsylvania,Percent of applicants admitted,92.4%,89.2%,87.5%,88.5%,90.7%,92.3%,69.0%,76.8%,72.9%,73.1%,69.8%,69.8%,62.8%,71.9%,78.0%,75.6%,73.8%
213783,Mansfield University of Pennsylvania,Percent of admitted who enrolled,22.2%,22.3%,22.9%,23.6%,31.3%,33.7%,31.8%,34.7%,32.4%,39.3%,28.5%,28.5%,37.3%,40.3%,39.7%,39.4%,39.0%
214041,Millersville University of Pennsylvania,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
214041,Millersville University of Pennsylvania,Number of applicants,6587,6659,6861,6053,6184,5455,6665,6974,7292,7241,6689,6723,6709,6413,6471,6217,6019
214041,Millersville University of Pennsylvania,Number admitted,5135,5293,4767,4422,4249,3920,4192,4023,4210,3849,3678,3820,3752,3555,3904,3786,3794
214041,Millersville University of Pennsylvania,Number admitted who enrolled,1380,1351,1326,1336,1357,1299,1318,1304,1322,1333,1323,1345,1363,1320,1410,1353,1293
214041,Millersville University of Pennsylvania,Percent of applicants admitted,78.0%,79.5%,69.5%,73.1%,68.7%,71.9%,62.9%,57.7%,57.7%,53.2%,55.0%,56.8%,55.9%,55.4%,60.3%,60.9%,63.0%
214041,Millersville University of Pennsylvania,Percent of admitted who enrolled,26.9%,25.5%,27.8%,30.2%,31.9%,33.1%,31.4%,32.4%,31.4%,34.6%,36.0%,35.2%,36.3%,37.1%,36.1%,35.7%,34.1%
214591,Pennsylvania State University-Penn State Erie-Behrend College,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
214591,Pennsylvania State University-Penn State Erie-Behrend College,Number of applicants,3392,4076,3853,4079,4054,3437,3367,3265,3217,3423,3689,2948,2417,2590,3045,3132,3167
214591,Pennsylvania State University-Penn State Erie-Behrend College,Number admitted,3023,3624,3385,3552,3515,2890,2778,2728,2791,2681,2908,2403,1925,2092,2411,2385,2296
214591,Pennsylvania State University-Penn State Erie-Behrend College,Number admitted who enrolled,1065,1052,1166,1176,1186,1080,1083,1032,1088,1085,1162,1027,838,854,844,877,836
214591,Pennsylvania State University-Penn State Erie-Behrend College,Percent of applicants admitted,89.1%,88.9%,87.9%,87.1%,86.7%,84.1%,82.5%,83.6%,86.8%,78.3%,78.8%,81.5%,79.6%,80.8%,79.2%,76.1%,72.5%
214591,Pennsylvania State University-Penn State Erie-Behrend College,Percent of admitted who enrolled,35.2%,29.0%,34.4%,33.1%,33.7%,37.4%,39.0%,37.8%,39.0%,40.5%,40.0%,42.7%,43.5%,40.8%,35.0%,36.8%,36.4%
214607,Pennsylvania State University-Penn State Great Valley,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
214607,Pennsylvania State University-Penn State Great Valley,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
214607,Pennsylvania State University-Penn State Great Valley,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
214607,Pennsylvania State University-Penn State Great Valley,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
214607,Pennsylvania State University-Penn State Great Valley,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
214607,Pennsylvania State University-Penn State Great Valley,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
214616,Pennsylvania State University-College of Medicine,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
